0,200,2,5,6,7,8,11,13,15,16,18,19,20,21,22,23,26,27,28,30,32,33,35,37,39,43,47,48,49,52,55,58,59,61,67,70,73,75,76,80,82,83,86,93,96,101,104,106,108,110,112,113,115,116,117,118,120,123,126,133,135,136,137,139,142,143,145,148,151,152,153,155,159,163,164,165,169,170,175,179,180,181,183,185,186,187,192,200,203,204,207,208,209,210,213,214,217,221,227,228,233,236,239,241,245,247,251,256,265,266,268,272,283,284,289,294,298,300,301,304,306,307,312,315,316,317,319,323,331,333,336,338,342,353,358,361,362,364,365,366,372,379,382,393,396,400,402,403,404,407,408,413,417,419,421,429,430,433,436,439,446,457,469,470,474,482,483,488,489,493,497,505,512,519,520,522,523,528,543,553,555,557,558,559,562,566,573,593,595,601,603,606,608,611,616,621,622,626,635,648,650,652,659,661,665,695,704,709,716,722,724,746,747,759,764,777,809,815,817,818,830,846,872,888,901,902,904,913,924,927,928,929,931,950,961,962,972,979,995
0.1,38,16,48,82,86,108,126,143,163,175,200,233,245,251,294,301,319,338,361,365,404,446,522,543,566,601,606,608,621,648,652,716,722,724,759,902,904,924,928
0.2,19,16,26,39,48,151,187,203,239,294,304,323,379,400,404,429,621,665,872,927
0.3,13,16,48,187,203,241,304,306,404,429,621,665,872,972
0.4,9,27,48,148,265,319,489,558,818,961
0.5,7,13,48,148,265,319,558,961
0.6,6,8,48,148,298,497,558
0.7,5,8,48,148,497,558
0.8,4,2,192,214,362
0.9,4,2,192,214,362
1,4,61,138,424,847
